ScheduleID,ScheduleName,ScheduleType,PackageRoundID,StartDate,EndDate
6ae40edf-a227-4608-bbe7-8ff5e45ae8cd,Mulch Included- Hand,Package,52504b5b-42d1-4531-aa39-512f6f36ea21,1/3/2024,5/31/2024
6ae40edf-a227-4608-bbe7-8ff5e45ae8cd,Mulch Included- Hand,Package,baa633ef-5933-4613-9f85-572a9f86820c,1/3/2024,5/31/2024
6ae40edf-a227-4608-bbe7-8ff5e45ae8cd,Mulch Included- Hand,Package,ff13dfab-d326-4541-a2ff-7250d833cd49,1/3/2024,5/31/2024
6ae40edf-a227-4608-bbe7-8ff5e45ae8cd,Mulch Included- Hand,Package,616085d0-dfe1-4a57-8017-d0a5fa6ba0d8,1/3/2024,5/31/2024
6ae40edf-a227-4608-bbe7-8ff5e45ae8cd,Mulch Included- Hand,Package,f434ecc6-afb0-4027-8735-d37c34be2112,1/3/2025,5/31/2025
6ae40edf-a227-4608-bbe7-8ff5e45ae8cd,Mulch Included- Hand,Package,80df76f1-8a04-4ff2-afd5-edec7c7713d1,1/3/2025,5/31/2025
6ae40edf-a227-4608-bbe7-8ff5e45ae8cd,Mulch Included- Hand,Package,a0c32ccb-6012-460b-9a7c-6522b2ac86b4,1/3/2025,5/31/2025
6ae40edf-a227-4608-bbe7-8ff5e45ae8cd,Mulch Included- Hand,Package,19be8352-8d43-46b9-829a-aa818b1c3078,1/3/2025,5/31/2025
6ae40edf-a227-4608-bbe7-8ff5e45ae8cd,Mulch Included- Hand,Package,f9c2abaa-a884-452e-beb9-7afc348ed3ee,1/3/2025,5/31/2025
6ae40edf-a227-4608-bbe7-8ff5e45ae8cd,Mulch Included- Hand,Package,876f97b4-052b-4347-81c1-8ee97adb689e,1/3/2026,5/31/2026
6ae40edf-a227-4608-bbe7-8ff5e45ae8cd,Mulch Included- Hand,Package,4141ed2d-ebda-4bc4-9b25-c0fafcf554f5,1/3/2026,5/31/2026
6ae40edf-a227-4608-bbe7-8ff5e45ae8cd,Mulch Included- Hand,Package,faea09aa-ff7e-4fa6-9e86-206206b6aa38,1/3/2026,5/31/2026
6ae40edf-a227-4608-bbe7-8ff5e45ae8cd,Mulch Included- Hand,Package,554f844f-a903-4e22-8cd3-3c6a55fc70c6,1/3/2026,5/31/2026
6ae40edf-a227-4608-bbe7-8ff5e45ae8cd,Mulch Included- Hand,Package,c367eb62-0782-4eb0-b168-f52012506e9a,1/3/2026,5/31/2026
fb37592b-d2f3-4198-b915-910ad8c253be,Shady Ridge HOA R/U Bi-Weekly,Recurring,,,
364f98bd-d21f-4939-bb60-ba3893c13562,Monthly R/U- Thursday,Recurring,,,
d2c8c44a-40a2-471f-82b7-c45e3f7959c0,Monthly Mulch Bed Maintenance,Recurring,,,
d574221c-cd89-47c1-87ec-c546245f8369,Irrigation Package,Package,83a16e1c-9b09-4011-a061-1bcbd13303e1,3/15/2020,4/30/2020
d574221c-cd89-47c1-87ec-c546245f8369,Irrigation Package,Package,2ca885cc-6678-4fb9-82b0-0340fc48facf,3/15/2020,11/30/2020
d574221c-cd89-47c1-87ec-c546245f8369,Irrigation Package,Package,249af4fd-f279-4e10-b45d-1e097d929b7c,3/15/2020,11/30/2020
d574221c-cd89-47c1-87ec-c546245f8369,Irrigation Package,Package,92c52975-afe1-43e2-be2f-154ad2e73924,3/15/2020,11/30/2020
d574221c-cd89-47c1-87ec-c546245f8369,Irrigation Package,Package,66ff063f-74ec-484a-b439-a20b0f78b5b2,10/15/2020,11/30/2020
d574221c-cd89-47c1-87ec-c546245f8369,Irrigation Package,Package,24a66581-a166-4e53-b53b-63f38f237bbb,3/15/2021,4/30/2021
d574221c-cd89-47c1-87ec-c546245f8369,Irrigation Package,Package,c44b411a-7629-4d97-ba0c-68903b8950c1,3/15/2021,11/30/2021
d574221c-cd89-47c1-87ec-c546245f8369,Irrigation Package,Package,878155ab-96f9-4409-9f41-450ffe5fead6,3/15/2021,11/30/2021
d574221c-cd89-47c1-87ec-c546245f8369,Irrigation Package,Package,c2d37c46-b8e5-4f7f-8b55-d8b210f32335,3/15/2021,11/30/2021
d574221c-cd89-47c1-87ec-c546245f8369,Irrigation Package,Package,cf3cb8fb-af8a-4d53-beaa-a352d57cebb3,10/15/2021,11/30/2021
d574221c-cd89-47c1-87ec-c546245f8369,Irrigation Package,Package,c023a56e-8a6d-4bc3-b5c6-f469b6b3328a,3/15/2022,4/30/2022
d574221c-cd89-47c1-87ec-c546245f8369,Irrigation Package,Package,5ca6b1c0-5879-403e-b92c-d27bf8e56ed3,3/15/2022,11/30/2022
d574221c-cd89-47c1-87ec-c546245f8369,Irrigation Package,Package,17cf1d08-84c0-43a6-9085-9d3190178a77,3/15/2022,11/30/2022
d574221c-cd89-47c1-87ec-c546245f8369,Irrigation Package,Package,398bc4f8-3235-4bd5-988c-286f544f8a27,3/15/2022,11/30/2022
d574221c-cd89-47c1-87ec-c546245f8369,Irrigation Package,Package,7fde04c3-cd6e-4f5e-94bc-3849f05d4350,10/15/2022,11/30/2022
d574221c-cd89-47c1-87ec-c546245f8369,Irrigation Package,Package,7d8e3e0a-b6c5-4951-b1d8-2f75893f5473,2/1/2023,4/30/2023
d574221c-cd89-47c1-87ec-c546245f8369,Irrigation Package,Package,c8feb6dd-775b-4542-acac-e98392c401b5,10/1/2023,11/30/2023
d574221c-cd89-47c1-87ec-c546245f8369,Irrigation Package,Package,805057d0-3277-4d03-a93c-327d8c522e84,2/1/2024,4/30/2024
d574221c-cd89-47c1-87ec-c546245f8369,Irrigation Package,Package,b0bc836a-519c-4743-a96c-fb5140f5d69b,5/1/2024,6/30/2024
d574221c-cd89-47c1-87ec-c546245f8369,Irrigation Package,Package,3736ca84-8b5d-4e99-be3e-fbd2e8dab5f1,7/1/2024,9/30/2024
d574221c-cd89-47c1-87ec-c546245f8369,Irrigation Package,Package,61eede15-dfb9-4744-996f-145e9f1901e3,10/1/2024,11/30/2024
d574221c-cd89-47c1-87ec-c546245f8369,Irrigation Package,Package,49b9b276-fdb2-4755-869b-20cf8810b595,2/1/2025,4/30/2025
d574221c-cd89-47c1-87ec-c546245f8369,Irrigation Package,Package,6cc320a3-ab95-4f3a-928b-eda75d30afa0,5/1/2025,6/30/2025
d574221c-cd89-47c1-87ec-c546245f8369,Irrigation Package,Package,f9feb399-a9a0-459b-89e4-0dfcbc329466,7/1/2025,9/30/2025
d574221c-cd89-47c1-87ec-c546245f8369,Irrigation Package,Package,20f1eea0-c86b-4501-a5da-462ae3f48358,10/1/2025,11/30/2025
d574221c-cd89-47c1-87ec-c546245f8369,Irrigation Package,Package,2209de75-184d-4a82-b65e-3918c185c275,2/1/2026,4/30/2026
d574221c-cd89-47c1-87ec-c546245f8369,Irrigation Package,Package,c165dc75-f1a8-4525-9329-fe117e17562a,5/1/2026,6/30/2026
d574221c-cd89-47c1-87ec-c546245f8369,Irrigation Package,Package,bc9b6196-db31-49b0-be28-bf95dc185b6f,7/1/2026,9/30/2026
d574221c-cd89-47c1-87ec-c546245f8369,Irrigation Package,Package,93888e2f-2e28-40c7-a6a5-0b603d397e62,10/1/2026,11/30/2026
b33609c9-fc61-4ad4-94bb-c70a886144a8,Monthly R/U- Tuesday,Recurring,,,
5e96cd3b-a90b-42e7-89b9-cd0799fe5b04,Route Inspection,Recurring,,,
32dabd19-8019-4685-a58e-ce5c215d717e,Hedges -Pruning Package,Package,c7d6bc2f-8168-4855-ba11-9fccaa34d5e6,3/1/2020,5/31/2020
32dabd19-8019-4685-a58e-ce5c215d717e,Hedges -Pruning Package,Package,41738c37-ba96-4b60-9dbb-166e3221c340,6/1/2020,8/31/2020
32dabd19-8019-4685-a58e-ce5c215d717e,Hedges -Pruning Package,Package,d9127b92-0975-4518-a40b-05703b9efbc9,9/1/2020,11/30/2020
32dabd19-8019-4685-a58e-ce5c215d717e,Hedges -Pruning Package,Package,6ac71b4a-146c-470b-b7fd-7e465b526bbf,9/1/2020,11/30/2020
32dabd19-8019-4685-a58e-ce5c215d717e,Hedges -Pruning Package,Package,0fc92f96-d894-4fd0-890e-75bea4177c73,1/4/2021,2/28/2021
32dabd19-8019-4685-a58e-ce5c215d717e,Hedges -Pruning Package,Package,4082ad6d-e07b-4be8-a802-361d8aba5515,3/1/2021,5/31/2021
32dabd19-8019-4685-a58e-ce5c215d717e,Hedges -Pruning Package,Package,c6c5e57a-a7da-420c-a5b7-e4fa624c1bae,6/1/2021,8/31/2021
32dabd19-8019-4685-a58e-ce5c215d717e,Hedges -Pruning Package,Package,bd77c305-5657-450a-b73c-3ba9c32936a0,9/1/2021,11/30/2021
32dabd19-8019-4685-a58e-ce5c215d717e,Hedges -Pruning Package,Package,5d5a015f-f790-4c9b-9d04-81ebb5b118e2,1/4/2022,2/28/2022
32dabd19-8019-4685-a58e-ce5c215d717e,Hedges -Pruning Package,Package,309a71d6-d363-4c10-8a65-d6d494aa54d4,3/1/2022,5/31/2022
32dabd19-8019-4685-a58e-ce5c215d717e,Hedges -Pruning Package,Package,f25ffa89-4fdf-4092-a2a5-548b1a674319,6/1/2022,8/31/2022
32dabd19-8019-4685-a58e-ce5c215d717e,Hedges -Pruning Package,Package,9e82f96a-7b5c-4023-9aa1-6e681e27baca,9/1/2022,11/30/2022
32dabd19-8019-4685-a58e-ce5c215d717e,Hedges -Pruning Package,Package,cff93ca8-e2ae-4c73-bf7e-e5baf0ba6875,1/4/2023,2/28/2023
32dabd19-8019-4685-a58e-ce5c215d717e,Hedges -Pruning Package,Package,857de601-3737-4f5a-9c2b-4a7ce289b588,3/1/2023,5/31/2023
32dabd19-8019-4685-a58e-ce5c215d717e,Hedges -Pruning Package,Package,e992f2df-81d4-4fba-b7b9-0a7c10307993,6/1/2023,8/31/2023
32dabd19-8019-4685-a58e-ce5c215d717e,Hedges -Pruning Package,Package,2471c327-5883-4930-a972-a1419025077a,9/1/2023,11/30/2023
32dabd19-8019-4685-a58e-ce5c215d717e,Hedges -Pruning Package,Package,22f46de3-1703-421c-8193-379f3bef01d5,1/4/2024,2/28/2024
32dabd19-8019-4685-a58e-ce5c215d717e,Hedges -Pruning Package,Package,16771f9d-8a1b-4552-924a-fc95b3395f2c,3/1/2024,5/31/2024
32dabd19-8019-4685-a58e-ce5c215d717e,Hedges -Pruning Package,Package,031e1679-c434-4da7-85de-6885aabac7d8,6/1/2024,8/31/2024
32dabd19-8019-4685-a58e-ce5c215d717e,Hedges -Pruning Package,Package,2b29b0df-4eaa-4e14-8369-9e470b8cb65e,9/1/2024,11/30/2024
32dabd19-8019-4685-a58e-ce5c215d717e,Hedges -Pruning Package,Package,13e033b2-d041-4cfb-9ccb-b3baab164194,1/4/2025,2/28/2025
32dabd19-8019-4685-a58e-ce5c215d717e,Hedges -Pruning Package,Package,675d6082-40bf-4767-a7a6-25f2bcc87cd6,3/1/2025,5/31/2025
32dabd19-8019-4685-a58e-ce5c215d717e,Hedges -Pruning Package,Package,d1d11ce8-d99b-493b-ad41-8e6b10255a2d,6/1/2025,8/31/2025
32dabd19-8019-4685-a58e-ce5c215d717e,Hedges -Pruning Package,Package,ca77cb95-d4d5-47af-bf65-f48607de1015,9/1/2025,11/30/2025
32dabd19-8019-4685-a58e-ce5c215d717e,Hedges -Pruning Package,Package,bcae3442-3d8e-4ce9-876e-b375eac8487a,1/4/2026,2/28/2026
32dabd19-8019-4685-a58e-ce5c215d717e,Hedges -Pruning Package,Package,dfbdd41c-91d2-4702-8bfe-aad8ff04522f,3/1/2026,5/31/2026
32dabd19-8019-4685-a58e-ce5c215d717e,Hedges -Pruning Package,Package,6224388b-81ad-4127-9ccf-a45032b231da,6/1/2026,8/31/2026
32dabd19-8019-4685-a58e-ce5c215d717e,Hedges -Pruning Package,Package,6b49ad9c-1647-478a-8d15-80674be268ec,9/1/2026,11/30/2026
f2c41672-0a64-4666-9296-963e9e1dfb4c,Weekly - Wednesday Leaves,Recurring,,,
3ad90016-fd85-480a-9772-9911ba06c5d3,Monthly R/U- Tuesday Even,Recurring,,,
7f76a2ed-2616-44d0-9a68-a279f4f38e2b,Weekly - Thursday Leaves,Recurring,,,
205e06fd-32df-432a-b752-aaa135bedd5d,3 Leaf & Vac Pkg Included in Contract,Package,b63cc70f-eed0-4ede-9fb4-03c0c30332fe,11/1/2021,11/24/2021
205e06fd-32df-432a-b752-aaa135bedd5d,3 Leaf & Vac Pkg Included in Contract,Package,f7efffa4-6bf2-40f5-b7a2-bc4ae578b05a,11/29/2021,12/22/2021
205e06fd-32df-432a-b752-aaa135bedd5d,3 Leaf & Vac Pkg Included in Contract,Package,481b839b-17eb-46f8-aeb1-d226a52560b8,1/3/2022,1/28/2022
205e06fd-32df-432a-b752-aaa135bedd5d,3 Leaf & Vac Pkg Included in Contract,Package,0d3bdf65-06ad-4dce-9c45-bdfb484f0939,11/1/2022,11/24/2022
205e06fd-32df-432a-b752-aaa135bedd5d,3 Leaf & Vac Pkg Included in Contract,Package,b165dbda-b17d-4fb6-8bcd-a7ce48d3e60d,11/29/2022,12/22/2022
205e06fd-32df-432a-b752-aaa135bedd5d,3 Leaf & Vac Pkg Included in Contract,Package,20fa54f8-0a58-4b17-927c-8dc79160633f,1/3/2023,1/28/2023
205e06fd-32df-432a-b752-aaa135bedd5d,3 Leaf & Vac Pkg Included in Contract,Package,9bcecaa0-0f44-4247-a466-d676308b0a7b,11/1/2023,11/24/2023
205e06fd-32df-432a-b752-aaa135bedd5d,3 Leaf & Vac Pkg Included in Contract,Package,0020e6f8-c777-44d8-86df-d2f7f0179466,11/29/2023,12/22/2023
205e06fd-32df-432a-b752-aaa135bedd5d,3 Leaf & Vac Pkg Included in Contract,Package,79f9248f-4ede-449f-ad6a-29882095b94b,1/3/2024,1/28/2024
205e06fd-32df-432a-b752-aaa135bedd5d,3 Leaf & Vac Pkg Included in Contract,Package,e64321fc-d117-465a-9173-2410a3decf57,11/1/2024,11/24/2024
205e06fd-32df-432a-b752-aaa135bedd5d,3 Leaf & Vac Pkg Included in Contract,Package,9b8a29ec-1c3d-46ac-a449-4b1792ba3a54,11/25/2024,12/23/2024
205e06fd-32df-432a-b752-aaa135bedd5d,3 Leaf & Vac Pkg Included in Contract,Package,2b137680-950b-40a7-9816-30045c74b479,1/2/2025,1/31/2025
205e06fd-32df-432a-b752-aaa135bedd5d,3 Leaf & Vac Pkg Included in Contract,Package,d4404326-5aa3-455a-a02a-dc170bf3c6be,11/1/2025,11/24/2025
205e06fd-32df-432a-b752-aaa135bedd5d,3 Leaf & Vac Pkg Included in Contract,Package,f2d80c32-d239-4ba7-aa0d-6512a90ed7b5,11/25/2025,12/23/2025
205e06fd-32df-432a-b752-aaa135bedd5d,3 Leaf & Vac Pkg Included in Contract,Package,1f591b49-7335-426d-839c-8013cb8a5b4a,1/2/2026,1/31/2026
205e06fd-32df-432a-b752-aaa135bedd5d,3 Leaf & Vac Pkg Included in Contract,Package,a8e89fd4-1330-4e79-be8e-67d68663aad0,11/1/2026,11/24/2026
205e06fd-32df-432a-b752-aaa135bedd5d,3 Leaf & Vac Pkg Included in Contract,Package,da7108d4-3d10-45af-853b-4376c14cf4b2,11/25/2026,12/23/2026
205e06fd-32df-432a-b752-aaa135bedd5d,3 Leaf & Vac Pkg Included in Contract,Package,c9b06056-81a5-47ae-ac91-235822b06e93,1/2/2027,1/31/2027
e7236bf9-6c1e-42e8-8153-abdfe854c9f3,Monthly Mowing - Tuesday,Recurring,,,
379e7774-1d13-40cb-95a9-e71f381ce558,Weekly - Friday Leaves,Recurring,,,
2e7d0d34-ea50-45cf-94dd-e8f0e9e66ffe,Monthly R/U - Friday,Recurring,,,
de212c70-6cb2-446c-8151-f1126d176aef,Monthly Mowing - Wednesday,Recurring,,,
2ce3fbc6-a6ad-4684-8ee6-f79b3771e1b9,Bi-weekly - Friday - Even Weeks,Recurring,,,
245fc649-eaa6-4c34-a92c-9198b9dc497e,Weekly - Monday,Recurring,,,
527c2f20-296e-4304-a29b-4977c3988ee5,Weekly - Tuesday,Recurring,,,
02f6d0a6-01e5-4a6f-85eb-41a54771741a,Weekly - Wednesday,Recurring,,,
c8d6cc7d-a43c-4733-a5d7-7b5830a3d5e3,Weekly - Thursday,Recurring,,,
66ff19f1-157b-405a-9f16-47232a75c398,Weekly - Friday,Recurring,,,
dc26e766-2e04-4897-9ab6-dbee0c22e616,Bi-weekly - Monday- Odd Weeks,Recurring,,,
0510cc71-526b-4615-b8b0-11474037bbb5,Bi-weekly - Tuesday- Odd Weeks,Recurring,,,
9a3bfa73-9fd0-438a-a4b5-dda9fabc6698,Bi-weekly - Wednesday- Even Weeks,Recurring,,,
7e83ae6d-dfb7-4d75-82f8-f275a72f1722,Bi-weekly - Thursday- Odd Weeks,Recurring,,,
36c14179-26ca-4868-994f-27782ea756e0,Bi-weekly - Monday- Even Weeks,Recurring,,,
14aad957-8ae5-4d3f-b892-480cf215dc79,Bi-weekly - Tuesday- Even Weeks,Recurring,,,
b58f8a72-8571-47b9-9124-b02f1e72d10d,Bi-weekly - Wednesday- Odd Weeks,Recurring,,,
e1da9385-ba00-43ac-92e0-f8d9067d7029,Bi-weekly - Thursday- Even Weeks,Recurring,,,
bf20629e-0650-4282-bd64-eadb9efa156b,Bi-weekly - Friday- Odd Weeks,Recurring,,,
